COSMIC_GENE_ID	GENE_SYMBOL	GENE_ACCESSION	ENTREZ_ID	HGNC_ID	IN_CANCER_CENSUS	IS_EXPERT_CURATED
COSG62238	ZC3H8	ENSG00000144161.12	84524	30941	n	n
COSG62260	RPL26	ENSG00000161970.13	6154	10327	n	n
COSG62295	WRB	ENSG00000182093.14	7485	12790	n	n
COSG63465	ART1	ENSG00000129744.2	417	723	n	n
COSG63466	TRBV6-2	ENSG00000283063.1		12227	n	n
COSG63476	APOC4	ENSG00000267467.3	346	611	n	n
COSG63487	AC073188.3	ENSG00000230600.1			n	n
COSG64623	AC008556.1	ENSG00000277013.1			n	n
COSG64638	OXA1L	ENSG00000155463.12	5018	8526	n	n
COSG64648	IGHVIII-22-2	ENSG00000254045.1		5696	n	n
COSG64667	HTD2	ENSG00000255154.7	109703458	53111	n	n
COSG65877	AC011290.1	ENSG00000227172.2			n	n
COSG65887	AC093388.1	ENSG00000272979.1			n	n
COSG65895	WARS2	ENSG00000116874.11	10352	12730	n	n
COSG62330	RNU6-656P	ENSG00000252594.1		47619	n	n
COSG62333	AL031985.2	ENSG00000227311.3			n	n
COSG62342	AC079228.1	ENSG00000278943.1			n	n
COSG62378	RF00019	ENSG00000252317.1			n	n
COSG63504	RNU6-622P	ENSG00000206999.1		47585	n	n
COSG63508	AL365265.1	ENSG00000274212.1			n	n
COSG63545	RPL15P3	ENSG00000212802.4		21538	n	n
COSG64736	OR1L3	ENSG00000171481.4	26735	8215	n	n
COSG65902	GYG2P1	ENSG00000206159.10		4701	n	n
COSG65914	FMR1-IT1	ENSG00000236337.1		41333	n	n
COSG65915	AL353997.3	ENSG00000267441.1			n	n
COSG65921	DACT2	ENSG00000164488.11	168002	21231	n	n
COSG62394	CD80	ENSG00000121594.11	941	1700	n	n
COSG62396	RCE1	ENSG00000173653.7	9986	13721	n	n
COSG62398	AC011406.1	ENSG00000248696.1			n	n
COSG62403	AC008079.1	ENSG00000187979.4			n	n
COSG62407	AC090142.2	ENSG00000243939.1			n	n
COSG62428	SRC	ENSG00000197122.11	6714	11283	y	y
COSG62438	AL031651.1	ENSG00000277550.1			n	n
COSG63620	AC018889.1	ENSG00000271146.1			n	n
COSG63641	RXFP1	ENSG00000171509.15	59350	19718	n	n
COSG64802	CYB5R2	ENSG00000166394.14	51700	24376	n	n
COSG64827	GPX1P1	ENSG00000197582.5		4560	n	n
COSG65993	AP001599.1	ENSG00000223563.1			n	n
COSG66011	SLC38A3	ENSG00000188338.14	10991	18044	n	n
COSG66020	SMCR5	ENSG00000226746.2		17918	n	n
COSG62459	CLCA2	ENSG00000137975.7	9635	2016	n	n
COSG62461	FAM90A7P	ENSG00000236660.6		32255	n	n
COSG62463	RNU6-1246P	ENSG00000212366.1		48209	n	n
COSG62482	RF00614	ENSG00000261709.3			n	n
COSG62503	CNTNAP2	ENSG00000174469.20	26047	13830	n	n
COSG63647	TEX13A	ENSG00000268629.6	56157	11735	n	n
COSG63676	MTND1P31	ENSG00000235170.1		42080	n	n
COSG63687	AC103858.2	ENSG00000273920.1			n	n
COSG63688	OR13Z3P	ENSG00000272480.1		31242	n	n
COSG63690	AC007614.1	ENSG00000279249.2			n	n
COSG63701	RF00019	ENSG00000207142.1			n	n
COSG63704	RPS4XP3	ENSG00000214541.3		16251	n	n
COSG63712	DPP3	ENSG00000254986.7	10072	3008	n	n
COSG63713	TRMT12	ENSG00000183665.5	55039	26091	n	n
COSG64854	MIR4453	ENSG00000283792.1		41892	n	n
COSG64863	AC009303.2	ENSG00000235066.6			n	n
COSG66056	AL096678.1	ENSG00000228124.1			n	n
COSG62543	RIIAD1	ENSG00000178796.12	284485	26686	n	n
COSG62563	MOB3C	ENSG00000142961.14	148932	29800	n	n
COSG62583	NPIPA5	ENSG00000183793.13	100288332	41980	n	n
COSG62589	TMEM209	ENSG00000146842.16	84928	21898	n	n
COSG62590	AL450226.1	ENSG00000225084.1			n	n
COSG62595	AC008126.1	ENSG00000258204.1			n	n
COSG62598	ZNF281	ENSG00000162702.7	23528	13075	n	n
COSG63723	BCO1	ENSG00000135697.9	53630	13815	n	n
COSG63726	SNORD94	ENSG00000208772.1		32756	n	n
COSG63731	RPL36P1	ENSG00000230636.1		16338	n	n
COSG63732	AC004870.3	ENSG00000229192.6			n	n
COSG63753	RNU6-154P	ENSG00000207033.1		47117	n	n
COSG63759	PSG4	ENSG00000243137.7	5672	9521	n	n
COSG63769	MIR30E	ENSG00000198974.3		31629	n	n
COSG64925	HIST1H3D	ENSG00000197409.7	8351	4767	n	n
COSG64940	AC016629.3	ENSG00000285138.1			n	n
COSG64943	MIR583	ENSG00000207578.1		32839	n	n
COSG64969	MIR6778	ENSG00000283772.1		50183	n	n
COSG64972	AC104109.4	ENSG00000273345.5			n	n
COSG64979	PLA2G2D	ENSG00000117215.14	26279	9033	n	n
COSG66128	AC074276.1	ENSG00000241723.1			n	n
COSG66177	MORN5	ENSG00000185681.12	254956	17841	n	n
COSG66179	RF00019	ENSG00000200314.1			n	n
COSG66184	EIF1P7	ENSG00000213772.3		49620	n	n
COSG73289	OR2A3P	ENSG00000183122.5		8231	n	n
COSG73313	AP006565.1	ENSG00000265737.1			n	n
COSG73317	RNU4-10P	ENSG00000201253.1		42508	n	n
COSG73322	AC243972.2	ENSG00000256081.2			n	n
COSG74309	GPC5-AS2	ENSG00000232885.1		39887	n	n
COSG74342	AC245884.5	ENSG00000240197.1			n	n
COSG74382	HPRT1	ENSG00000165704.14	3251	5157	n	n
COSG75699	VCX2	ENSG00000177504.10	51480	18158	n	n
COSG75711	POLK	ENSG00000122008.15	51426	9183	n	n
COSG75714	CREB5	ENSG00000146592.16	9586	16844	n	n
COSG74396	ADAMTS12	ENSG00000151388.10	81792	14605	n	n
COSG74406	STOM	ENSG00000148175.12	2040	3383	n	n
COSG74543	LINC00433	ENSG00000229443.1		42768	n	n
COSG74562	AL034550.2	ENSG00000277301.1			n	n
COSG74582	AF129075.1	ENSG00000231125.2			n	n
COSG74586	AL513523.2	ENSG00000231827.3			n	n
COSG74593	ANKDD1A	ENSG00000166839.16	348094	28002	n	n
COSG74600	MIR3913-1	ENSG00000264405.1		38884	n	n
COSG74607	SLC44A1	ENSG00000070214.15	23446	18798	n	n
COSG75739	AC119751.8	ENSG00000269848.1			n	n
COSG75749	MIR2052	ENSG00000283188.1		37068	n	n
COSG75778	WBP1LP5	ENSG00000259454.1		43957	n	n
COSG75794	AC025171.5	ENSG00000272382.1			n	n
COSG75808	RN7SL555P	ENSG00000263905.2		46571	n	n
COSG72231	TMED3	ENSG00000166557.12	23423	28889	n	n
COSG72253	GUSBP5	ENSG00000236296.8		42319	n	n
COSG72255	NDUFA5P7	ENSG00000234039.2		48849	n	n
COSG72262	TDGF1P5	ENSG00000254274.1		11705	n	n
COSG72281	VEGFC	ENSG00000150630.3	7424	12682	n	n
COSG74467	AL359921.1	ENSG00000230325.1			n	n
COSG74469	AC005606.1	ENSG00000260107.1			n	n
COSG74484	PKNOX2	ENSG00000165495.15	63876	16714	n	n
COSG74488	AC104137.1	ENSG00000248479.1			n	n
COSG74499	RF02246	ENSG00000274520.1			n	n
COSG74505	COL18A1-AS2	ENSG00000224574.1		40155	n	n
COSG74524	LINC01665	ENSG00000235343.1		52453	n	n
COSG74525	GABRR3	ENSG00000183185.9	200959	17969	n	n
COSG74528	LELP1	ENSG00000203784.2	149018	32046	n	n
COSG74529	AL137247.1	ENSG00000270008.1			n	n
COSG74628	CSN1S1	ENSG00000126545.13	1446	2445	n	n
COSG74639	MIR5589	ENSG00000266204.1		43514	n	n
COSG74642	ARF5	ENSG00000004059.10	381	658	n	n
COSG74652	KLK10	ENSG00000129451.11	5655	6358	n	n
COSG74679	HMGB1P40	ENSG00000255291.2		39187	n	n
COSG71170	USP14	ENSG00000101557.14	9097	12612	n	n
COSG71182	RN7SL97P	ENSG00000242216.3		46113	n	n
COSG71200	AC243829.1	ENSG00000274767.1			n	n
COSG71214	SSR1	ENSG00000124783.12	6745	11323	n	n
COSG72289	APOBEC3A	ENSG00000128383.12	100913187	17343	n	n
COSG72290	FOXQ1	ENSG00000164379.6	94234	20951	n	n
COSG72294	RF00560	ENSG00000202216.2			n	n
COSG72330	LANCL3	ENSG00000147036.11	347404	24767	n	n
COSG72333	ANO8	ENSG00000074855.10	57719	29329	n	n
COSG72353	DLG3	ENSG00000082458.11	1741	2902	n	n
COSG73380	AC243829.6	ENSG00000278395.1			n	n
COSG74755	APOF	ENSG00000175336.9	319	615	n	n
COSG71289	AC097634.2	ENSG00000274387.1			n	n
COSG71291	MTND4P29	ENSG00000249177.1		42216	n	n
COSG72369	HJURP	ENSG00000123485.11	55355	25444	n	n
COSG72389	RPL39P36	ENSG00000239912.1		36076	n	n
COSG72399	TANK	ENSG00000136560.13	10010	11562	n	n
COSG72412	AC107401.1	ENSG00000249890.1			n	n
COSG72413	RNA5SP158	ENSG00000222230.1		43058	n	n
COSG73405	GPLD1	ENSG00000112293.14	2822	4459	n	n
COSG73412	AC096677.3	ENSG00000227048.2			n	n
COSG73423	NRIP2	ENSG00000053702.14	83714	23078	n	n
COSG73426	AL355334.1	ENSG00000231569.1			n	n
COSG73430	AC099789.1	ENSG00000225475.1			n	n
COSG73431	AL355375.1	ENSG00000217067.2			n	n
COSG73435	FXYD7	ENSG00000221946.7	53822	4034	n	n
COSG73440	AL358335.2	ENSG00000258751.1			n	n
COSG73459	ANGPTL6	ENSG00000130812.10	83854	23140	n	n
COSG73460	AL590290.1	ENSG00000220725.1			n	n
COSG74777	VPS26B	ENSG00000151502.10	112936	28119	n	n
COSG74779	GNPDA2	ENSG00000163281.11	132789	21526	n	n
COSG74800	MAGI2-AS2	ENSG00000226978.1		40861	n	n
COSG74804	MIR1245B	ENSG00000283238.1		41794	n	n
COSG74821	RNU1-108P	ENSG00000199426.1		48450	n	n
COSG74823	AL139353.2	ENSG00000250365.6			n	n
COSG71339	MAB21L1	ENSG00000180660.7	4081	6757	n	n
COSG71343	RN7SKP153	ENSG00000201896.1		45877	n	n
COSG71362	AL590440.1	ENSG00000233271.1			n	n
COSG72454	MTND4P25	ENSG00000226700.1		42212	n	n
COSG72461	CRY1	ENSG00000008405.11	1407	2384	n	n
COSG72469	AC012174.1	ENSG00000260115.1			n	n
COSG72485	FUT10	ENSG00000172728.15	84750	19234	n	n
COSG73485	MIR3976HG	ENSG00000261738.6		51104	n	n
COSG73491	AC233724.18	ENSG00000283988.1			n	n
COSG73530	PSMF1	ENSG00000125818.17	9491	9571	n	n
COSG73532	AC008869.1	ENSG00000250032.1			n	n
COSG73539	SCARF2	ENSG00000244486.8	91179	19869	n	n
COSG74837	IGHJ3P	ENSG00000237111.1		5537	n	n
COSG74845	UQCRC2	ENSG00000140740.10	7385	12586	n	n
COSG74849	HMGN3	ENSG00000118418.14	9324	12312	n	n
COSG74853	AC019064.1	ENSG00000237320.2			n	n
COSG74857	FAM151A	ENSG00000162391.11	338094	25032	n	n
COSG74873	GAN	ENSG00000261609.5	8139	4137	n	n
COSG74878	DRD5P2	ENSG00000175658.4		3028	n	n
COSG74881	AC073573.1	ENSG00000257808.1			n	n
COSG71401	AL390026.1	ENSG00000236512.1			n	n
COSG71407	MFSD4B	ENSG00000173214.5	91749	21053	n	n
COSG71449	XKRY2	ENSG00000244646.4	353515	23922	n	n
COSG71450	KIAA0232	ENSG00000170871.11	9778	28992	n	n
COSG71462	PPFIBP1	ENSG00000110841.13	8496	9249	y	n
COSG71463	AC006504.4	ENSG00000267389.2			n	n
COSG72530	VDAC1P9	ENSG00000232366.1		37484	n	n
COSG72542	AL355095.1	ENSG00000258683.1			n	n
COSG72544	MED28P1	ENSG00000214875.2		45078	n	n
COSG72555	IREB2	ENSG00000136381.12	3658	6115	n	n
COSG72571	PLA2G4C	ENSG00000105499.13	8605	9037	n	n
COSG72578	DHRS7B	ENSG00000109016.17	25979	24547	n	n
COSG73565	PLA2G2E	ENSG00000188784.4	30814	13414	n	n
COSG73584	NFU1	ENSG00000169599.12	27247	16287	n	n
COSG73614	CDCA8	ENSG00000134690.10	55143	14629	n	n
COSG73625	AC009087.1	ENSG00000260252.1			n	n
COSG74916	SNORD4B	ENSG00000238597.1	26772	10098	n	n
COSG74935	NDUFB8P1	ENSG00000258972.1		20023	n	n
COSG74939	AC093010.3	ENSG00000259976.3			n	n
COSG71487	DNAJA1P1	ENSG00000223717.1		39337	n	n
COSG71497	AL009178.2	ENSG00000269155.2			n	n
COSG71511	RF00554	ENSG00000212626.1			n	n
COSG71523	ZNRF3-IT1	ENSG00000235786.1		41440	n	n
COSG71529	IGKV1OR2-1	ENSG00000235235.6		5760	n	n
COSG72590	FGD5P1	ENSG00000275340.1		44498	n	n
COSG72596	AC145207.5	ENSG00000263731.1			n	n
COSG72607	RF00619	ENSG00000274450.1			n	n
COSG72611	PMS2P6	ENSG00000174384.9		33514	n	n
COSG73652	POM121L14P	ENSG00000218189.4		44414	n	n
COSG73693	AS3MT	ENSG00000214435.7	57412	17452	n	n
COSG74987	RPL12P11	ENSG00000232493.2		15835	n	n
COSG74988	RNU6-279P	ENSG00000212599.1		47242	n	n
COSG74990	TNPO1P1	ENSG00000225423.1		45120	n	n
COSG75005	USP27X	ENSG00000273820.1	389856	13486	n	n
COSG75013	RF00019	ENSG00000199677.1			n	n
COSG75017	SYTL4	ENSG00000102362.15	94121	15588	n	n
COSG75028	LRRC40	ENSG00000066557.5	55631	26004	n	n
COSG75040	SLC4A8	ENSG00000050438.16	9498	11034	n	n
COSG75056	AC099850.1	ENSG00000224738.1			n	n
COSG71559	TDRKH-AS1	ENSG00000203288.3		40578	n	n
COSG71565	AL590762.4	ENSG00000229601.1			n	n
COSG71574	DOCK2	ENSG00000134516.15	1794	2988	n	n
COSG71581	AC021613.1	ENSG00000280215.1			n	n
COSG72659	AC009088.1	ENSG00000260060.1			n	n
COSG72679	AC004461.2	ENSG00000281530.1			n	n
COSG72695	RNU6-203P	ENSG00000206765.1		47166	n	n
COSG72705	SGO2	ENSG00000163535.17	151246	30812	n	n
COSG73727	AC133550.2	ENSG00000261766.1			n	n
COSG73731	SMIM26	ENSG00000232388.4	388789	43430	n	n
COSG73753	AC092608.2	ENSG00000278880.1			n	n
COSG75063	ORC1	ENSG00000085840.12	4998	8487	n	n
COSG75115	AC073544.1	ENSG00000268455.1			n	n
COSG71614	GNG5P2	ENSG00000133136.4		24826	n	n
COSG71645	AC008011.2	ENSG00000257042.1			n	n
COSG71651	AL020994.2	ENSG00000230051.1			n	n
COSG71676	TBC1D16	ENSG00000167291.15	125058	28356	n	n
COSG72736	AC090617.5	ENSG00000263050.1			n	n
COSG72785	LRRC34	ENSG00000171757.15	151827	28408	n	n
COSG72805	ZNF641	ENSG00000167528.12	121274	31834	n	n
COSG73779	HOXD8	ENSG00000175879.8	3234	5139	n	n
COSG73785	EBF4	ENSG00000088881.20	57593	29278	n	n
COSG73790	ACO1	ENSG00000122729.18	48	117	n	n
COSG73822	AL445584.1	ENSG00000239986.2			n	n
COSG73825	ADK	ENSG00000156110.13	132	257	n	n
COSG73826	AC007431.2	ENSG00000266100.1			n	n
COSG73850	PRB2	ENSG00000121335.11	653247	9338	n	n
COSG75138	RNU6ATAC24P	ENSG00000252620.1		46923	n	n
COSG75144	RTEL1-TNFRSF6B	ENSG00000026036.22		44095	n	n
COSG75156	AC243732.1	ENSG00000274756.1			n	n
COSG75164	RN7SL68P	ENSG00000242020.3		46084	n	n
COSG75173	AL359704.2	ENSG00000270287.1			n	n
COSG75182	SLC45A1	ENSG00000162426.14	50651	17939	n	n
COSG75186	DFFBP1	ENSG00000232303.2		49815	n	n
COSG71698	LINC00879	ENSG00000239589.5		48566	n	n
COSG71704	KCNK9	ENSG00000169427.6	51305	6283	n	n
COSG71712	NMUR1	ENSG00000171596.6	10316	4518	n	n
COSG72816	TREM2	ENSG00000095970.16	54209	17761	n	n
COSG72853	CPNE9	ENSG00000144550.12	151835	24336	n	n
COSG72871	TAS2R40	ENSG00000221937.4	259286	18885	n	n
COSG73880	LINC01532	ENSG00000267014.5		51272	n	n
COSG73888	HIST2H2BC	ENSG00000203819.6		20516	n	n
COSG73889	RNU6-36P	ENSG00000206899.1		34280	n	n
COSG73910	AC022469.1	ENSG00000258419.1			n	n
COSG73917	CLTB	ENSG00000175416.12	1212	2091	n	n
COSG73918	RN7SKP238	ENSG00000252292.1		45962	n	n
COSG75234	AC012618.3	ENSG00000234773.7			n	n
COSG75238	FAM90A10P	ENSG00000254597.1		32258	n	n
COSG75254	AC233981.2	ENSG00000274398.1			n	n
COSG75257	AC013714.1	ENSG00000254606.1			n	n
COSG75278	VTRNA1-3	ENSG00000202515.1		12656	n	n
COSG71765	MIR5693	ENSG00000266072.1		43499	n	n
COSG71825	AC105339.4	ENSG00000259707.1			n	n
COSG71827	PCBP2	ENSG00000197111.15	5094	8648	n	n
COSG72909	AC005863.1	ENSG00000205325.1			n	n
COSG72932	WDR43	ENSG00000163811.11	23160	28945	n	n
COSG73929	Z73429.1	ENSG00000273082.1			n	n
COSG73936	DPM1	ENSG00000000419.12	8813	3005	n	n
COSG73940	ACSM2B	ENSG00000066813.14	348158	30931	n	n
COSG73943	TSPYL2	ENSG00000184205.14	64061	24358	n	n
COSG73962	CCT5P2	ENSG00000230584.1		35139	n	n
COSG75295	KLK1	ENSG00000167748.10	3816	6357	n	n
COSG75299	AC022762.1	ENSG00000254444.1			n	n
COSG75303	MIR6740	ENSG00000275207.1		50082	n	n
COSG75325	AC006441.1	ENSG00000263466.1			n	n
COSG75335	MYL6B	ENSG00000196465.10	140465	29823	n	n
COSG75337	TRIM36-IT1	ENSG00000250472.1		41422	n	n
COSG75359	LINC01214	ENSG00000243550.2		49650	n	n
COSG71844	RNU6-567P	ENSG00000252555.1		47530	n	n
COSG71845	RN7SL792P	ENSG00000239888.3		46808	n	n
COSG71849	AL109840.1	ENSG00000284985.1			n	n
COSG71856	TRDD1	ENSG00000223997.1		12254	n	n
COSG71874	AC096656.1	ENSG00000279844.1			n	n
COSG71881	HSPA2	ENSG00000126803.9	3306	5235	n	n
COSG71887	QTRT1	ENSG00000213339.8	81890	23797	n	n
COSG71895	USP47	ENSG00000170242.17	55031	20076	n	n
COSG72954	PLAC9P1	ENSG00000214100.8		52678	n	n
COSG72956	IER2	ENSG00000160888.6	9592	28871	n	n
COSG72957	AL357752.1	ENSG00000231053.1			n	n
COSG72960	AC135068.7	ENSG00000281113.1			n	n
COSG72963	ECH1	ENSG00000104823.8	1891	3149	n	n
COSG72973	TRAV21	ENSG00000211801.3		12118	n	n
COSG72980	KCNG3	ENSG00000171126.7	170850	18306	n	n
COSG72986	MMP25-AS1	ENSG00000261971.6		51372	n	n
COSG72991	AC008115.2	ENSG00000257004.1			n	n
COSG72995	AC009949.1	ENSG00000279964.1			n	n
COSG73021	AC094085.1	ENSG00000243385.2			n	n
COSG73026	MIR5571	ENSG00000264824.1		43513	n	n
COSG74006	AC099521.2	ENSG00000279693.1			n	n
COSG74017	AATK	ENSG00000181409.11	9625	21	n	n
COSG74038	RRP8	ENSG00000132275.10	23378	29030	n	n
COSG74056	RNU6-157P	ENSG00000206684.1		47120	n	n
COSG74057	RPL17P10	ENSG00000224672.4		35838	n	n
COSG75386	AC093816.1	ENSG00000213480.3			n	n
COSG75402	TRAPPC6A	ENSG00000007255.10	79090	23069	n	n
COSG75410	AC022118.1	ENSG00000248799.1			n	n
COSG75424	AC244131.2	ENSG00000275119.1			n	n
COSG75431	RPL23AP74	ENSG00000227694.1		36148	n	n
COSG71916	MYOF	ENSG00000138119.16	26509	3656	n	n
COSG71921	CDK5R1	ENSG00000176749.8	8851	1775	n	n
COSG71937	FBXW9	ENSG00000132004.12	84261	28136	n	n
COSG71977	AC022021.1	ENSG00000282996.1			n	n
COSG71978	OR5F2P	ENSG00000182365.4		15286	n	n
COSG73050	AC114498.1	ENSG00000235146.2			n	n
COSG73092	AHCYP8	ENSG00000242529.1		45000	n	n
COSG73102	AC004672.2	ENSG00000267285.1			n	n
COSG74096	AC107982.1	ENSG00000250111.3	101929141		n	n
COSG74107	AL137793.2	ENSG00000282111.1			n	n
COSG74119	IGKV3OR2-268	ENSG00000233999.3		5830	n	n
COSG74122	MCCC2	ENSG00000131844.15	64087	6937	n	n
COSG74129	RN7SL807P	ENSG00000243125.3		46823	n	n
COSG74134	AC005002.2	ENSG00000238066.1			n	n
COSG74146	AC034159.1	ENSG00000249525.1			n	n
COSG74148	CSN2	ENSG00000135222.6	1447	2447	n	n
COSG74149	AC004224.1	ENSG00000240311.1			n	n
COSG75445	AP003716.2	ENSG00000254792.1			n	n
COSG75455	AC006947.1	ENSG00000229330.2			n	n
COSG75461	AC009220.2	ENSG00000239254.1			n	n
COSG75502	RF00568	ENSG00000212421.1			n	n
COSG75504	AC099560.1	ENSG00000231873.1			n	n
COSG75515	RDX	ENSG00000137710.15	5962	9944	n	n
COSG71992	LINC02152	ENSG00000261319.1		53014	n	n
COSG71993	RNU1-88P	ENSG00000238554.1		48430	n	n
COSG72016	DOK6	ENSG00000206052.10	220164	28301	n	n
COSG72023	KRTAP13-3	ENSG00000240432.3	337960	18925	n	n
COSG72024	NSFP1	ENSG00000260075.1		31405	n	n
COSG73140	FAM74A7	ENSG00000277260.1		34037	n	n
COSG73149	VTA1	ENSG00000009844.15	51534	20954	n	n
COSG73156	AC144833.1	ENSG00000261426.1			n	n
COSG73163	MIR4632	ENSG00000263676.1		41593	n	n
COSG73170	LINC02458	ENSG00000246363.2		53394	n	n
COSG74157	DHCR7	ENSG00000172893.15	1717	2860	n	n
COSG74163	AC022493.2	ENSG00000248967.1			n	n
COSG75522	CLRN1	ENSG00000163646.11	7401	12605	n	n
COSG75571	AL162394.1	ENSG00000234860.1			n	n
COSG75581	SNORD54	ENSG00000238650.1	26795	10204	n	n
COSG75582	IGDCC3	ENSG00000174498.13	9543	9700	n	n
COSG75583	NIPA2	ENSG00000140157.14	81614	17044	n	n
COSG72077	CEPT1	ENSG00000134255.13	10390	24289	n	n
COSG72111	NFIL3	ENSG00000165030.3	4783	7787	n	n
COSG72124	YPEL5P1	ENSG00000232096.1		50555	n	n
COSG73188	VN1R64P	ENSG00000213547.3		37384	n	n
COSG73198	C10orf55	ENSG00000222047.8	414236	31008	n	n
COSG74274	SNRNP40	ENSG00000060688.12	9410	30857	n	n
COSG74293	ZDHHC15	ENSG00000102383.13	158866	20342	n	n
COSG74302	OR4F1P	ENSG00000220212.1		8298	n	n
COSG74306	RPL29P29	ENSG00000225289.1		36577	n	n
COSG75612	RWDD3	ENSG00000122481.16	25950	21393	n	n
COSG71013	CUL5	ENSG00000166266.13	8065	2556	n	n
COSG71019	SCARNA23	ENSG00000251869.1		32581	n	n
COSG71062	GPR18	ENSG00000125245.12	2841	4472	n	n
COSG71074	SETD8P1	ENSG00000279730.2		30088	n	n
COSG71084	AL512604.1	ENSG00000228292.1			n	n
COSG67463	AP003498.1	ENSG00000254972.1			n	n
COSG68606	CBX6	ENSG00000183741.11	23466	1556	n	n
COSG68613	MIR7974	ENSG00000274713.1		49992	n	n
COSG68667	AC148477.6	ENSG00000279023.1			n	n
COSG68669	AC105265.2	ENSG00000242609.1			n	n
COSG69820	AC136475.8	ENSG00000270105.1			n	n
COSG69823	FAF1	ENSG00000185104.19	11124	3578	n	n
COSG69835	AL161752.1	ENSG00000259126.1			n	n
COSG69863	KRT18P52	ENSG00000237007.4		37888	n	n
COSG71120	UIMC1	ENSG00000087206.16	51720	30298	n	n
COSG67493	AC005829.1	ENSG00000261575.2			n	n
COSG68734	STPG2	ENSG00000163116.9	285555	28712	n	n
COSG69884	SNHG27	ENSG00000251676.1		53481	n	n
COSG69894	RF00019	ENSG00000200605.1			n	n
COSG69960	NCOA5	ENSG00000124160.11	57727	15909	n	n
COSG66380	TAS2R38	ENSG00000257138.1	5726	9584	n	n
COSG66393	NDUFS5P5	ENSG00000230671.2		44043	n	n
COSG66394	CTBP1	ENSG00000159692.15	1487	2494	n	n
COSG66398	CYP19A1	ENSG00000137869.14	1588	2594	n	n
COSG66416	GAGE1	ENSG00000205777.17	2543	4098	n	n
COSG66423	BX322559.1	ENSG00000228355.1			n	n
COSG67562	ASNSP1	ENSG00000248498.4		754	n	n
COSG67573	SNORD116-25	ENSG00000252326.1		33091	n	n
COSG67574	STX18-IT1	ENSG00000248221.1		41415	n	n
COSG67582	CALM2P1	ENSG00000267170.1		1446	n	n
COSG67604	AL163973.1	ENSG00000239323.1			n	n
COSG67607	C8orf58	ENSG00000241852.9	541565	32233	n	n
COSG68749	ZNF195	ENSG00000005801.16	7748	12986	n	n
COSG69985	AC008737.2	ENSG00000269419.1			n	n
COSG69989	DCAF8L2	ENSG00000189186.10	347442		n	n
COSG70027	RNU6-604P	ENSG00000212219.1		47567	n	n
COSG66431	TRBV1	ENSG00000242736.1		12176	n	n
COSG66437	AC234779.1	ENSG00000227779.1			n	n
COSG66440	MIR124-1	ENSG00000284321.1		31502	n	n
COSG66454	AC010522.1	ENSG00000268750.6			n	n
COSG66457	MTCO1P24	ENSG00000249448.1		52089	n	n
COSG66483	ATP9A	ENSG00000054793.13	10079	13540	n	n
COSG66492	LINC02324	ENSG00000255002.1		53244	n	n
COSG66494	DAGLB	ENSG00000164535.14	221955	28923	n	n
COSG67634	IQCF2	ENSG00000184345.4	389123	31815	n	n
COSG67652	CICP2	ENSG00000233740.1		23935	n	n
COSG67680	NIFKP9	ENSG00000237630.1		44957	n	n
COSG67686	MUC5AC	ENSG00000215182.8	4586	7515	n	n
COSG68832	MIR4259	ENSG00000266458.1		38309	n	n
COSG68843	AL669831.2	ENSG00000229905.1			n	n
COSG68874	TIPARP	ENSG00000163659.12	25976	23696	n	n
COSG70038	NCF1C	ENSG00000165178.9		32523	n	n
COSG70039	SLC38A5	ENSG00000017483.14	92745	18070	n	n
COSG70042	AL136968.2	ENSG00000217239.3			n	n
COSG70067	AC009997.1	ENSG00000259369.1			n	n
COSG70081	AF235103.2	ENSG00000255530.1			n	n
COSG70095	GAPDHP45	ENSG00000228312.1		37802	n	n
COSG70103	PIK3CD	ENSG00000171608.15	5293	8977	n	n
COSG66519	AC005498.2	ENSG00000267421.6			n	n
COSG66558	SNX29P1	ENSG00000158482.10		31913	n	n
COSG66572	C1orf210	ENSG00000253313.5	149466	28755	n	n
COSG68931	AC114801.1	ENSG00000248128.1			n	n
COSG70135	PARD6B	ENSG00000124171.8	84612	16245	n	n
COSG70143	PRRT1B	ENSG00000283526.1	642515	53642	n	n
COSG70145	PDZRN3	ENSG00000121440.14	23024	17704	n	n
COSG70180	LINC01475	ENSG00000257582.5		51113	n	n
COSG66587	Z83844.2	ENSG00000233360.4			n	n
COSG66588	RNU6-1067P	ENSG00000207483.1		48030	n	n
COSG66609	AC002127.1	ENSG00000227979.1			n	n
COSG67785	AC073188.2	ENSG00000227305.1			n	n
COSG67805	CASKIN2	ENSG00000177303.9	57513	18200	n	n
COSG67826	AL137847.3	ENSG00000273806.1			n	n
COSG67827	ELAC2	ENSG00000006744.18	60528	14198	n	n
COSG67829	RF00425	ENSG00000252601.1			n	n
COSG68990	RTCA-AS1	ENSG00000224616.1		50573	n	n
COSG68999	RF00019	ENSG00000200849.1			n	n
COSG69000	RNU6-285P	ENSG00000222488.1		47248	n	n
COSG69008	PTX4	ENSG00000251692.7	390667	14171	n	n
COSG69022	AC073987.1	ENSG00000229209.1			n	n
COSG69024	PUDPP2	ENSG00000233792.3		20195	n	n
COSG69026	ODF3	ENSG00000177947.13	113746	19905	n	n
COSG69031	CCDC157	ENSG00000187860.10	550631	33854	n	n
COSG69032	AL589765.3	ENSG00000236940.1			n	n
COSG69035	PLK3	ENSG00000173846.12	1263	2154	n	n
